mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"120M_4MS_500_12:018",18,,3760.83,-2.49902,0.226766,0,0,3759,29474,3684,10522,18952
"120M_4MS_500_12:019",19,,3974.81,-2.48017,-3.38083,0,0,3973,17945,2243,10946,6999
"120M_4MS_500_12:020",20,,3894.84,-2.47864,-2.37761,0,0,3893,24495,3061,9558,14937
"120M_4MS_500_12:021",21,,561.072,-1.48424,7.08512,0,0,560,26998,3374,9279,17719
"120M_4MS_500_12:022",22,,1319.47,-2.48442,-1.03234,0,0,1317,9674,1209,10930,-1256
"120M_4MS_500_12:023",23,,4.82657,-2.45255,3.69888,0,0,3,32017,4002,10597,21420
"120M_4MS_500_12:024",24,,16.2684,-1.49353,6.56077,0,0,15,22148,2768,9851,12297
"120M_4MS_500_12:025",25,,3327.85,-1.46905,-2.21177,0,0,3327,14846,1855,10377,4469
"120M_4MS_500_12:026",26,,1643.57,-1.51189,7.30116,0,0,1642,12609,1576,9821,2788
"120M_4MS_500_12:027",27,,1017.72,-1.53602,5.12426,0,0,1016,3604,450,10370,-6766
"120M_4MS_500_12:028",28,,1145.98,-1.52077,-3.67427,0,0,1144,5732,716,10493,-4761
"120M_4MS_500_12:029",29,,4023.49,-1.48929,-4.11174,0,0,4022,3914,489,10208,-6294
"120M_4MS_500_12:030",30,,1834.56,-1.53112,-0.73457,0,0,1833,19101,2387,10053,9048
"120M_4MS_500_12:031",31,,280.006,-1.53937,7.65713,0,0,278,1374,171,10576,-9202
"120M_4MS_500_12:032",32,,3839.88,-1.51067,0.125395,0,0,3838,18295,2286,10008,8287
"120M_4MS_500_12:033",33,,1884.67,-1.53589,4.51582,0,0,1883,15949,1993,10135,5814
"120M_4MS_500_12:034",34,,2790.34,-1.55643,-1.57699,0,0,2788,23256,2907,10933,12323
"120M_4MS_500_12:035",35,,1854.01,-1.55157,-3.03924,0,0,1852,9143,1142,9494,-351
"120M_4MS_500_12:036",36,,244.898,-1.54761,8.24945,0,0,243,4339,542,10521,-6182
"120M_4MS_500_12:037",37,,3817.65,-1.50565,-0.370077,0,0,3816,29696,3712,10937,18759
"120M_4MS_500_12:038",38,,3000.56,-1.50577,-1.08769,0,0,2999,23400,2925,10940,12460
"120M_4MS_500_12:039",39,,445.466,-1.50519,-0.451577,0,0,443,14632,1829,9354,5278
"120M_4MS_500_12:040",40,,3764.65,-2.49177,-0.464244,0,0,3763,17801,2225,10759,7042
"120M_4MS_500_12:041",41,,3669.98,-1.48952,-0.955502,0,0,3669,15169,1896,10734,4435
"120M_4MS_500_12:042",42,,3766.31,-1.53468,-3.09646,0,0,3764,18273,2284,9446,8827
"120M_4MS_500_12:043",43,,377.817,-2.48185,3.66702,0,0,376,4720,590,10752,-6032
"120M_4MS_500_12:044",44,,3245.67,-1.51031,4.61214,0,0,3244,13392,1674,10943,2449
"120M_4MS_500_12:045",45,,200.985,-1.58799,1.89994,0,0,199,11109,1388,10935,174
"120M_4MS_500_12:046",46,,3846.84,-1.50048,0.661519,0,0,3845,1201,150,9804,-8603
"120M_4MS_500_12:047",47,,3819.35,-1.52634,-0.263144,0,0,3817,18315,2289,9653,8662
"120M_4MS_500_12:048",48,,2613.67,-1.53222,-0.0224203,0,0,2612,17401,2175,10087,7314
"120M_4MS_500_12:049",49,,2594.3,-2.47529,2.95904,0,0,2592,11731,1466,10517,1214
"120M_4MS_500_12:050",50,,3029.78,-1.49239,-1.04009,0,0,3029,21204,2650,10411,10793
"120M_4MS_500_12:051",51,,3996.19,-1.46764,-0.418031,0,0,3995,18453,2306,9395,9058
"120M_4MS_500_12:052",52,,1044.82,-1.48431,0.217528,0,0,1044,20823,2602,9533,11290
"120M_4MS_500_12:053",53,,2926.38,-1.50834,-3.40673,0,0,2924,17117,2139,9603,7514
"120M_4MS_500_12:054",54,,3369.78,-1.46992,-6.09361,0,0,3369,14140,1767,10930,3210
"120M_4MS_500_12:055",55,,321.664,-2.47423,7.12997,0,0,320,1084,135,9713,-8629
"120M_4MS_500_12:056",56,,3729.39,-1.45024,-5.80086,0,0,3728,21110,2638,10860,10250
"120M_4MS_500_12:058",58,,1067.03,-1.44889,-0.699588,0,1,1066,9634,1204,10863,-1229
"120M_4MS_500_12:059",59,,3612.02,-1.47433,-5.57828,0,0,3611,28431,3553,9517,18914
"120M_4MS_500_12:060",60,,2713.89,-1.4704,-3.35416,0,0,2713,12092,1511,10624,1468
"120M_4MS_500_12:061",61,,3643.43,-1.44605,-2.15574,0,0,3642,18474,2309,10925,7549
"120M_4MS_500_12:062",62,,328.041,-1.40901,2.23426,0,0,327,5844,730,10921,-5077
"120M_4MS_500_12:063",63,,3823.46,-1.47725,-4.45426,0,0,3822,27585,3448,9288,18297
"120M_4MS_500_12:064",64,,2052,-1.44829,0.62011,0,0,2051,11182,1397,9843,1339
"120M_4MS_500_12:065",65,,1592.82,-1.42829,-3.4685,0,0,1592,32355,4044,9286,23069
"120M_4MS_500_12:066",66,,3438.5,-2.43803,6.84214,0,0,3437,17920,2240,9540,8380
"120M_4MS_500_12:067",67,,3858.87,-2.48263,-3.81893,0,0,3857,27890,3486,9637,18253
"120M_4MS_500_12:068",68,,3198.29,-1.44281,0.41324,0,0,3197,21283,2660,9909,11374
"120M_4MS_500_12:069",69,,3042.06,-1.39925,-5.19627,0,0,3041,18219,2277,9709,8510
"120M_4MS_500_12:070",70,,1399.98,-1.42752,4.95824,0,0,1399,3637,454,9688,-6051
"120M_4MS_500_12:071",71,,4057.4,-1.4444,-2.7902,0,0,4056,21007,2625,9344,11663
"120M_4MS_500_12:072",72,,106.967,-1.41028,0.348407,0,0,106,28276,3534,10790,17486
"120M_4MS_500_12:073",73,,3307.24,-1.4526,4.98939,0,0,3306,17757,2219,9555,8202
"120M_4MS_500_12:074",74,,3571.04,-1.42766,0.427418,0,0,3570,30178,3772,10030,20148
"120M_4MS_500_12:075",75,,614.911,-2.48828,0.128786,0,0,613,10774,1346,10927,-153
"120M_4MS_500_12:076",76,,3486.98,-1.49991,0.569193,0,0,3486,30783,3847,10789,19994
"120M_4MS_500_12:077",77,,535.224,-1.53038,4.63371,0,0,533,3770,471,10865,-7095
"120M_4MS_500_12:078",78,,3273.9,-1.53169,-1.89016,0,0,3272,16210,2026,10735,5475
"120M_4MS_500_12:079",79,,130.104,-1.47376,5.8817,0,0,129,7897,987,9357,-1460
"120M_4MS_500_12:080",80,,1122.91,-1.46224,3.70423,0,0,1122,29836,3729,9246,20590
"120M_4MS_500_12:081",81,,2120.26,-1.45931,-1.61822,0,0,2119,14165,1770,10641,3524
"120M_4MS_500_12:082",82,,4047.9,-2.49368,-3.51898,0,0,4046,26599,3324,9359,17240
"120M_4MS_500_12:083",83,,3408,-1.49397,-3.18842,0,0,3407,16215,2026,10465,5750
"120M_4MS_500_12:084",84,,3705.86,-2.47834,-2.57793,0,0,3704,25512,3189,9958,15554
"120M_4MS_500_12:085",85,,112.117,-1.45892,5.78129,0,0,111,27427,3428,9275,18152
"120M_4MS_500_12:086",86,,3878.12,-1.46122,-2.59124,0,0,3877,18375,2296,10162,8213
"120M_4MS_500_12:087",87,,2532.64,-1.47297,-1.05586,0,0,2532,10522,1315,9812,710
"120M_4MS_500_12:088",88,,2767.33,-2.46541,-2.26555,0,0,2765,11122,1390,10064,1058
"120M_4MS_500_12:089",89,,91.1392,-2.4659,0.0949673,0,0,89,20945,2618,9980,10965
"120M_4MS_500_12:090",90,,1873.97,-1.46959,4.64656,0,0,1873,13504,1688,10060,3444
"120M_4MS_500_12:091",91,,1168.69,-1.51105,-3.31748,0,0,1167,2266,283,9698,-7432
"120M_4MS_500_12:092",92,,2871.75,-1.43216,-0.758484,0,0,2871,14655,1831,10926,3729
"120M_4MS_500_12:093",93,,3952.65,-2.42816,-3.21491,0,0,3951,26081,3260,9797,16284
"120M_4MS_500_12:094",94,,3230.78,-1.4498,-0.0181832,0,0,3230,17116,2139,9726,7390
"120M_4MS_500_12:095",95,,175.677,-1.43636,0.491169,0,0,175,22108,2763,10062,12046
"120M_4MS_500_12:096",96,,3962.84,-2.45077,-1.08711,0,0,3961,30620,3827,9589,21031
"120M_4MS_500_12:097",97,,3712.44,-1.49793,-1.7681,0,0,3711,29146,3643,10347,18799
"120M_4MS_500_12:098",98,,1111.76,-2.48445,-2.83402,0,0,1110,5093,636,10218,-5125
"120M_4MS_500_12:099",99,,3033.48,-1.49484,-9.40103,0,0,3032,14392,1799,9926,4466
"120M_4MS_500_12:0100",100,,3739.98,-1.46961,3.82749,0,0,3739,25205,3150,10371,14834
"120M_4MS_500_12:0101",101,,3959.93,-2.47019,-2.4971,0,0,3958,18439,2304,9817,8622
"120M_4MS_500_12:0102",102,,3821.12,-1.46285,-4.24354,0,0,3820,18307,2288,10497,7810
"120M_4MS_500_12:0103",103,,2497.53,-1.48282,0.804834,0,0,2497,16702,2087,9490,7212
"120M_4MS_500_12:0104",104,,3689.65,-2.46977,-1.01292,0,0,3688,18793,2349,10138,8655
"120M_4MS_500_12:0105",105,,4023.67,-2.45841,-1.27602,0,0,4022,28073,3509,10942,17131
