mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"60M_4MS_500_12:020",20,,2325.52,-1.48963,0.0168014,0,0,2325,16550,2068,9264,7286
"60M_4MS_500_12:021",21,,2196.91,-1.52476,0.737918,0,0,2195,16686,2085,10935,5751
"60M_4MS_500_12:022",22,,3063.55,-1.5042,-2.17829,0,0,3062,17285,2160,10152,7133
"60M_4MS_500_12:023",23,,264.33,-1.47115,12.0382,0,0,263,1237,154,10934,-9697
"60M_4MS_500_12:024",24,,3845.16,-1.52714,9.42227,0,0,3843,18331,2291,10936,7395
"60M_4MS_500_12:025",25,,3996.05,-1.50377,0.898224,0,0,3994,18193,2274,9291,8902
"60M_4MS_500_12:026",26,,3797.95,-1.54603,0.181589,0,0,3796,17984,2248,9294,8690
"60M_4MS_500_12:027",27,,4074.32,-1.53049,1.07161,0,0,4072,18563,2320,9278,9285
"60M_4MS_500_12:028",28,,1471.86,-1.53218,7.57697,0,0,1470,15658,1957,10930,4728
"60M_4MS_500_12:029",29,,2709.88,-1.52793,8.34143,0,0,2708,16891,2111,10929,5962
"60M_4MS_500_12:030",30,,2820.78,-1.50738,8.16664,0,0,2819,17293,2161,9278,8015
"60M_4MS_500_12:031",31,,552.387,-1.50743,9.12456,0,0,550,18608,2326,9287,9321
"60M_4MS_500_12:032",32,,3806.77,-2.48385,0.382866,0,0,3805,18015,2251,9284,8731
"60M_4MS_500_12:033",33,,3690.23,-1.4906,0.911804,0,0,3689,18149,2268,9290,8859
"60M_4MS_500_12:034",34,,544.253,-1.49541,5.66762,0,0,543,14734,1841,9854,4880
"60M_4MS_500_12:035",35,,138.345,-1.49024,12.0552,0,0,137,31360,3920,9774,21586
"60M_4MS_500_12:036",36,,3065.41,-2.4978,-0.814213,0,0,3063,23646,2955,10877,12769
"60M_4MS_500_12:037",37,,3309.1,-1.48398,-0.459364,0,0,3308,7904,988,9291,-1387
"60M_4MS_500_12:038",38,,291.982,-1.46679,7.53098,0,0,291,14488,1811,10727,3761
"60M_4MS_500_12:039",39,,1574.88,-1.49322,5.57349,0,0,1574,15772,1971,10939,4833
"60M_4MS_500_12:040",40,,3031.11,-1.50033,-0.340333,0,0,3029,17497,2187,10925,6572
"60M_4MS_500_12:041",41,,4046,-1.48637,10.1164,0,0,4045,29595,3699,9283,20312
"60M_4MS_500_12:042",42,,4062.75,-1.5461,0.98442,0,0,4061,18276,2284,9289,8987
"60M_4MS_500_12:043",43,,3854.97,-1.46489,0.998292,0,0,3854,18041,2255,9278,8763
"60M_4MS_500_12:044",44,,244.548,-1.50817,9.42511,0,0,243,6710,838,10930,-4220
"60M_4MS_500_12:045",45,,3634.29,-1.5012,-2.0803,0,0,3632,30745,3843,9675,21070
"60M_4MS_500_12:046",46,,3939.64,-2.46556,0.563934,0,0,3938,30431,3803,9286,21145
"60M_4MS_500_12:047",47,,540.16,-1.46572,6.24108,0,0,539,15995,1999,10937,5058
"60M_4MS_500_12:048",48,,3345.92,-1.45314,-1.36446,0,0,3345,7895,986,9283,-1388
"60M_4MS_500_12:049",49,,66.6089,-2.48718,8.82952,0,0,65,14566,1820,9914,4652
"60M_4MS_500_12:050",50,,3962.95,-1.5197,-0.782758,0,0,3961,8458,1057,10659,-2201
"60M_4MS_500_12:051",51,,264.132,-1.48398,6.44755,0,0,263,14745,1843,9285,5460
"60M_4MS_500_12:052",52,,184.683,-2.45998,8.9708,0,0,183,14384,1798,10931,3453
"60M_4MS_500_12:053",53,,3635.03,-1.46741,0.597471,0,0,3634,28550,3568,9275,19275
"60M_4MS_500_12:054",54,,4075.13,-1.47458,1.35658,0,0,4074,31922,3990,9288,22634
"60M_4MS_500_12:055",55,,3901.9,-2.47381,0.428624,0,0,3900,29875,3734,10934,18941
"60M_4MS_500_12:056",56,,3951.46,-1.46355,1.58673,0,0,3950,18424,2303,9279,9145
"60M_4MS_500_12:057",57,,3870.03,-1.46532,-5.07074,0,0,3869,9761,1220,10935,-1174
"60M_4MS_500_12:058",58,,297.542,-2.46513,8.99591,0,0,296,14469,1808,10617,3852
"60M_4MS_500_12:059",59,,207.731,-2.48667,9.56086,0,0,206,14422,1802,10938,3484
"60M_4MS_500_12:060",60,,80.6731,-2.4615,10.1622,0,0,79,14257,1782,9291,4966
"60M_4MS_500_12:061",61,,3878.53,-2.42794,0.606838,0,0,3877,2034,254,9287,-7253
"60M_4MS_500_12:062",62,,3913.92,-2.46511,1.02904,0,0,3912,30437,3804,10933,19504
"60M_4MS_500_12:063",63,,3614.31,-1.50127,1.09368,0,0,3612,17798,2224,9285,8513
"60M_4MS_500_12:064",64,,561.853,-1.5008,8.76649,0,0,560,14747,1843,9290,5457
"60M_4MS_500_12:065",65,,3535.12,-1.50092,-0.653597,0,0,3533,17736,2217,9274,8462
"60M_4MS_500_12:066",66,,4050.37,-1.47921,2.56611,0,0,4049,18226,2278,9296,8930
"60M_4MS_500_12:067",67,,2157.48,-1.51653,-2.03577,0,0,2155,16631,2078,10924,5707
"60M_4MS_500_12:068",68,,1750.94,-1.46247,8.08785,0,0,1750,15934,1991,9289,6645
"60M_4MS_500_12:069",69,,354.397,-1.48996,10.1107,0,0,353,1503,187,9284,-7781
"60M_4MS_500_12:070",70,,754.669,-2.46087,7.45508,0,0,753,24596,3074,10466,14130
"60M_4MS_500_12:071",71,,2719.86,-1.49792,7.50326,0,0,2719,1309,163,9289,-7980
"60M_4MS_500_12:072",72,,3503.99,-1.48582,0.658366,0,0,3503,17671,2208,9278,8393
"60M_4MS_500_12:073",73,,3932.49,-2.48732,1.2967,0,0,3931,18125,2265,9278,8847
"60M_4MS_500_12:074",74,,786.926,-1.48525,-1.17997,0,0,786,27854,3481,10918,16936
"rx msg: 60M_4MS_500_12:`75",-1,,3061.86,-1.50407,-9.29377,1,0,3060,18744,2343,9540,9204
"60M_4MS_500_12:076",76,,4082.52,-2.49819,1.55509,0,0,4081,18533,2316,10940,7593
"60M_4MS_500_12:077",77,,190.728,-1.52839,10.1761,0,0,189,14648,1831,9277,5371
"60M_4MS_500_12:078",78,,907.764,-1.59566,9.6005,0,0,906,15402,1925,10933,4469
"60M_4MS_500_12:079",79,,3401.59,-1.52348,9.67412,0,0,3400,17589,2198,10934,6655
"60M_4MS_500_12:080",80,,3322.53,-1.5671,-4.07948,0,0,3321,14309,1788,10859,3450
"60M_4MS_500_12:081",81,,277.138,-1.65492,10.7751,0,0,275,14504,1813,10923,3581
"60M_4MS_500_12:082",82,,3521.04,-1.58533,3.04231,0,0,3519,17693,2211,9270,8423
"60M_4MS_500_12:083",83,,3856.92,-1.58264,1.23346,0,0,3855,18048,2256,10924,7124
"60M_4MS_500_12:084",84,,162.691,-1.5322,9.83874,0,0,161,15055,1881,10919,4136
"60M_4MS_500_12:085",85,,261.626,-1.60474,9.37622,0,0,260,14460,1807,9283,5177
"60M_4MS_500_12:086",86,,3333.67,-1.58548,0.708375,0,0,3332,26034,3254,10935,15099
"60M_4MS_500_12:087",87,,3118,-1.57477,1.76696,0,0,3116,17608,2201,9285,8323
"60M_4MS_500_12:088",88,,3476.19,-1.56921,2.15031,0,0,3474,17682,2210,9281,8401
"60M_4MS_500_12:089",89,,2433.62,-1.62383,-5.5679,0,0,2432,7315,914,10942,-3627
"60M_4MS_500_12:090",90,,2939.47,-1.52892,1.51941,0,0,2937,17120,2140,9298,7822
"60M_4MS_500_12:091",91,,1682.1,-1.62135,7.75794,0,0,1680,16189,2023,10246,5943
"60M_4MS_500_12:092",92,,2358.94,-1.5352,2.6715,0,0,2357,16578,2072,10934,5644
"60M_4MS_500_12:093",93,,3819.17,-1.57888,0.796793,0,0,3817,17998,2249,9286,8712
"60M_4MS_500_12:094",94,,3939.94,-1.58234,0.636042,0,0,3938,18143,2267,10935,7208
"60M_4MS_500_12:095",95,,41.7844,-1.56972,11.7181,0,0,40,14531,1816,9284,5247
"60M_4MS_500_12:096",96,,167.877,-1.56669,10.7706,0,0,166,13644,1705,9287,4357
"60M_4MS_500_12:097",97,,224.359,-1.5334,10.6031,0,0,222,14705,1838,10814,3891
"60M_4MS_500_12:098",98,,3804.28,-1.54242,0.177818,0,0,3802,18309,2288,9290,9019
"60M_4MS_500_12:099",99,,4083,-1.51987,1.56615,0,0,4081,18566,2320,9281,9285
"60M_4MS_500_12:0100",100,,75.7736,-1.54915,12.1927,0,0,74,14572,1821,10938,3634
"60M_4MS_500_12:0101",101,,1537.45,-1.54861,0.102813,0,0,1535,16318,2039,10550,5768
"60M_4MS_500_12:0102",102,,726.034,-1.53111,9.02645,0,0,724,24364,3045,10935,13429
"60M_4MS_500_12:0103",103,,3642.39,-1.54784,0.656073,0,0,3640,17853,2231,9403,8450
"60M_4MS_500_12:0104",104,,1493.65,-1.54166,6.23949,0,0,1492,15667,1958,10943,4724
"60M_4MS_500_12:0105",105,,1014.45,-1.54995,7.20572,0,0,1012,6371,796,9273,-2902
"60M_4MS_500_12:0106",106,,3921.6,-1.55621,0.556022,0,0,3920,3122,390,9281,-6159
