mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"1M_2MS_125_7:085",85,,89.079,-0.193321,11.5431,0,0,89,1083,67,585,498
"1M_2MS_125_7:086",86,,70.0414,-0.188061,11.1605,0,0,70,191,11,568,-377
"1M_2MS_125_7:087",87,,25.5657,-0.196659,11.2689,0,0,26,1013,63,588,425
"1M_2MS_125_7:088",88,,96.9732,-0.195409,11.7229,0,0,97,381,23,585,-204
"1M_2MS_125_7:089",89,,20.4334,-0.19953,12.4536,0,0,20,1204,75,566,638
"1M_2MS_125_7:090",90,,56.6039,-0.198388,12.7802,0,0,57,1815,113,568,1247
"1M_2MS_125_7:091",91,,121.742,-0.18531,11.6058,0,0,122,808,50,568,240
"1M_2MS_125_7:092",92,,41.8435,-0.187673,11.009,0,0,42,1781,111,586,1195
"1M_2MS_125_7:093",93,,59.173,-0.202149,11.0793,0,0,59,23,1,585,-562
"1M_2MS_125_7:094",94,,105.466,-0.198727,11.5102,0,0,105,1090,68,565,525
"1M_2MS_125_7:095",95,,20.9221,-0.195265,12.0698,0,0,21,929,58,584,345
"1M_2MS_125_7:096",96,,42.913,-0.190861,11.9754,0,0,43,1037,64,585,452
"1M_2MS_125_7:097",97,,104.413,-0.193139,11.8714,0,0,104,1095,68,566,529
"1M_2MS_125_7:098",98,,65.7245,-0.188351,11.2698,0,0,66,979,61,568,411
"1M_2MS_125_7:099",99,,26.518,-0.19528,10.4459,0,0,27,1536,96,588,948
"1M_2MS_125_7:0100",100,,21.2983,-0.205425,10.1992,0,0,21,1006,62,583,423
"1M_2MS_125_7:0101",101,,104.194,-0.191976,10.4069,0,0,104,775,48,586,189
"1M_2MS_125_7:0102",102,,78.6009,-0.197558,11.304,0,0,79,1068,66,568,500
"1M_2MS_125_7:0103",103,,57.5823,-0.201017,10.096,0,0,58,719,44,587,132
