mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"60M_2MS_125_7:019",19,,82.0652,-0.189088,9.29496,0,0,82,1284,80,567,717
"60M_2MS_125_7:020",20,,52.5644,-0.195418,10.5329,0,0,53,1262,78,568,694
"60M_2MS_125_7:021",21,,37.475,-0.197744,8.27716,0,0,37,1965,122,581,1384
"60M_2MS_125_7:022",22,,99.2738,-0.186653,11.2037,0,0,99,1169,73,567,602
"60M_2MS_125_7:023",23,,68.024,-0.187888,8.02353,0,0,68,1904,119,584,1320
"60M_2MS_125_7:024",24,,5.59703,-1.18875,12.6049,0,0,5,999,62,556,443
"60M_2MS_125_7:025",25,,75.2692,-0.188266,7.85065,0,0,75,1253,78,583,670
"60M_2MS_125_7:026",26,,3.95741,-0.18943,4.13075,0,0,4,728,45,583,145
"60M_2MS_125_7:027",27,,112.429,-0.202032,14.1863,0,0,112,1096,68,566,530
"60M_2MS_125_7:028",28,,7.60038,-1.19664,13.5849,0,0,7,1742,108,565,1177
"60M_2MS_125_7:029",29,,105.138,-0.187203,9.71369,0,0,105,154,9,583,-429
"60M_2MS_125_7:030",30,,78.6226,-0.206304,6.69661,0,0,79,1981,123,568,1413
"60M_2MS_125_7:031",31,,83.5685,-0.193902,12.9822,0,0,84,1313,82,568,745
"60M_2MS_125_7:032",32,,25.2131,-0.18676,6.4598,0,0,25,1229,76,567,662
"60M_2MS_125_7:033",33,,47.4895,-0.192622,14.176,0,0,47,321,20,588,-267
"60M_2MS_125_7:034",34,,70.6161,-0.200901,7.53926,0,0,71,1053,65,585,468
"60M_2MS_125_7:035",35,,65.2169,-0.178528,9.5732,0,0,65,145,9,567,-422
"60M_2MS_125_7:036",36,,11.6077,-1.19909,11.9746,0,0,11,422,26,583,-161
"60M_2MS_125_7:037",37,,27.3992,-0.197642,11.1832,0,0,27,1875,117,584,1291
"60M_2MS_125_7:038",38,,117.416,-0.192396,8.45671,0,0,117,1002,62,583,419
"60M_2MS_125_7:039",39,,53.7006,-0.179911,7.70857,0,0,54,1036,64,569,467
"60M_2MS_125_7:040",40,,29.586,-0.195974,8.77708,0,0,30,287,17,568,-281
"60M_2MS_125_7:041",41,,61.527,-0.194557,8.61891,0,0,62,917,57,581,336
"60M_2MS_125_7:042",42,,40.2973,-0.185075,10.2915,0,0,40,683,42,587,96
"60M_2MS_125_7:043",43,,14.9204,-0.185389,9.02094,0,0,15,1630,101,585,1045
"60M_2MS_125_7:044",44,,26.3076,-0.192692,9.13164,0,0,26,1976,123,556,1420
"60M_2MS_125_7:045",45,,102.046,-0.184165,11.0609,0,0,102,1303,81,585,718
"60M_2MS_125_7:046",46,,67.0018,-0.186555,6.44608,0,0,67,299,18,569,-270
"60M_2MS_125_7:047",47,,109.401,-0.193953,9.53839,0,0,109,1030,64,584,446
"60M_2MS_125_7:048",48,,117.186,-0.189863,5.74691,0,0,117,1718,107,581,1137
"60M_2MS_125_7:049",49,,102.849,-0.182153,6.35245,0,0,103,1342,83,569,773
"60M_2MS_125_7:050",50,,32.6858,-0.16503,10.8961,0,0,33,1022,63,585,437
"60M_2MS_125_7:051",51,,113.878,-0.186355,10.2748,0,0,114,1099,68,568,531
"60M_2MS_125_7:052",52,,49.7007,-0.172444,11.0896,0,0,50,1036,64,569,467
"60M_2MS_125_7:053",53,,103.68,-0.174047,14.5771,0,0,104,489,30,568,-79
"60M_2MS_125_7:054",54,,66.5751,-0.195569,15.0228,0,0,67,142,8,586,-444
"60M_2MS_125_7:055",55,,36.6598,-0.176144,7.04051,0,0,37,584,36,568,16
"60M_2MS_125_7:056",56,,26.7136,-0.16911,9.21832,0,0,27,1254,78,568,686
"60M_2MS_125_7:057",57,,126.533,-1.21266,5.11679,0,0,126,63,3,566,-503
"60M_2MS_125_7:058",58,,29.3074,-0.197871,7.98306,0,0,29,1592,99,566,1026
"60M_2MS_125_7:059",59,,82.6692,-0.1935,13.4757,0,0,83,54,3,568,-514
"60M_2MS_125_7:060",60,,1.6544,-1.18748,14.3179,0,0,1,888,55,566,322
"60M_2MS_125_7:061",61,,98.2778,-0.18238,10.8522,0,0,98,1094,68,583,511
"60M_2MS_125_7:062",62,,118.041,-0.177585,10.274,0,0,118,1103,68,568,535
"60M_2MS_125_7:063",63,,119.109,-0.17962,8.6121,0,0,119,690,43,584,106
"60M_2MS_125_7:064",64,,112.387,-0.191546,10.7699,0,0,112,659,41,566,93
"60M_2MS_125_7:065",65,,95.6362,-0.184332,9.555,0,0,96,897,56,568,329
"60M_2MS_125_7:066",66,,55.6827,-0.177118,10.947,0,0,56,966,60,586,380
"60M_2MS_125_7:067",67,,13.8887,-0.182662,11.5555,0,0,14,1958,122,585,1373
"60M_2MS_125_7:068",68,,85.0652,-0.181369,10.7688,0,0,85,816,51,568,248
"60M_2MS_125_7:069",69,,24.5688,-0.189703,7.65585,0,0,25,1320,82,568,752
"60M_2MS_125_7:070",70,,83.1468,-0.186477,10.9361,0,0,83,406,25,585,-179
"60M_2MS_125_7:071",71,,46.5547,-0.190128,7.55972,0,0,47,1940,121,569,1371
"60M_2MS_125_7:072",72,,67.506,-0.191031,11.5941,0,0,68,601,37,589,12
"60M_2MS_125_7:073",73,,77.4965,-0.195086,11.1482,0,0,77,680,42,586,94
"60M_2MS_125_7:074",74,,108.822,-0.181619,9.25023,0,0,109,1103,68,585,518
"60M_2MS_125_7:075",75,,54.9565,-0.185527,11.1393,0,0,55,530,33,585,-55
"60M_2MS_125_7:076",76,,85.6398,-0.194603,10.6913,0,0,86,434,27,585,-151
"60M_2MS_125_7:077",77,,30.672,-0.198508,12.7714,0,0,31,1010,63,568,442
"60M_2MS_125_7:078",78,,20.7435,-0.184412,10.7747,0,0,21,1246,77,568,678
"60M_2MS_125_7:079",79,,-0.169851,-0.189104,12.9634,0,0,0,1117,69,568,549
"60M_2MS_125_7:080",80,,96.1242,-0.183946,14.4917,0,0,96,1306,81,568,738
"60M_2MS_125_7:081",81,,108.733,-0.178225,14.0421,0,0,109,1095,68,585,510
"60M_2MS_125_7:082",82,,101.803,-0.176548,10.3096,0,0,102,1085,67,568,517
"60M_2MS_125_7:083",83,,67.6942,-0.176634,13.0096,0,0,68,230,14,568,-338
"60M_2MS_125_7:084",84,,96.0124,-0.177996,9.09074,0,0,96,1182,73,570,612
"60M_2MS_125_7:085",85,,14.5167,-1.19503,9.72346,0,0,14,628,39,583,45
"60M_2MS_125_7:086",86,,69.8195,-0.182715,12.7476,0,0,70,988,61,584,404
"60M_2MS_125_7:087",87,,9.52431,-1.1945,10.5797,0,0,9,1576,98,582,994
"60M_2MS_125_7:088",88,,95.5406,-0.19275,13.7282,0,0,96,676,42,588,88
"60M_2MS_125_7:089",89,,88.6801,-0.175448,12.4237,0,0,89,1951,121,586,1365
"60M_2MS_125_7:090",90,,8.4593,-0.18659,10.3095,0,0,8,990,61,566,424
"60M_2MS_125_7:091",91,,3.20134,-0.18964,11.2562,0,0,3,1172,73,585,587
"60M_2MS_125_7:092",92,,104.994,-0.175052,9.20033,0,0,105,1854,115,584,1270
"60M_2MS_125_7:093",93,,13.1679,-0.183367,14.3858,0,0,13,992,62,567,425
"60M_2MS_125_7:094",94,,73.7851,-0.18677,10.1482,0,0,74,1598,99,568,1030
"60M_2MS_125_7:095",95,,8.53661,-1.18531,10.0378,0,0,8,189,11,566,-377
"60M_2MS_125_7:096",96,,101.66,-0.192402,11.8119,0,0,102,362,22,585,-223
"60M_2MS_125_7:097",97,,65.425,-0.201518,10.4266,0,0,65,1181,73,589,592
"60M_2MS_125_7:098",98,,112.26,-0.184253,9.44529,0,0,112,561,35,582,-21
"60M_2MS_125_7:099",99,,18.8747,-0.176536,12.7481,0,0,19,108,6,568,-460
"60M_2MS_125_7:0100",100,,19.3077,-0.181667,11.9391,0,0,19,1220,76,567,653
"60M_2MS_125_7:0101",101,,50.0809,-0.187521,10.3003,0,0,50,1925,120,584,1341
"60M_2MS_125_7:0102",102,,33.5042,-0.192546,12.9481,0,0,34,1026,64,587,439
"60M_2MS_125_7:0103",103,,71.4881,-0.187974,10.9234,0,0,71,2036,127,587,1449
"60M_2MS_125_7:0104",104,,91.5849,-0.194931,11.4753,0,0,92,1161,72,567,594
"60M_2MS_125_7:0105",105,,18.4233,-0.193119,8.16582,0,0,18,534,33,566,-32
