mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"60M_8MS_125_7:067",67,,67.4401,-0.180909,6.47312,0,0,67,7005,109,2041,4964
"60M_8MS_125_7:068",68,,62.6731,-0.161127,4.97019,0,1,63,5176,80,2120,3056
"60M_8MS_125_7:069",69,,122.151,-0.172762,12.2238,0,0,122,5134,80,2109,3025
"60M_8MS_125_7:070",70,,117.185,-0.172368,11.8703,0,0,117,5844,91,2110,3734
"60M_8MS_125_7:071",71,,78.8188,-0.162087,6.17063,0,0,79,6152,96,2125,4027
"60M_8MS_125_7:072",72,,40.6097,-0.177962,10.4128,0,2,41,3639,56,2118,1521
"60M_8MS_125_7:073",73,,106.357,-0.168389,10.7973,0,0,106,3166,49,2110,1056
"60M_8MS_125_7:074",74,,104.464,-0.176277,11.6651,0,0,104,4192,65,2111,2081
"60M_8MS_125_7:075",75,,79.7002,-0.16338,11.5763,0,0,80,3333,52,2123,1210
"60M_8MS_125_7:076",76,,63.4868,-0.176479,12.0982,0,1,63,6192,96,2042,4150
"60M_8MS_125_7:077",77,,40.672,-0.182144,11.7699,0,0,41,4111,64,2122,1989
"60M_8MS_125_7:078",78,,58.3886,-0.175359,9.80255,0,0,58,60,0,2109,-2049
"60M_8MS_125_7:079",79,,108.877,-0.169542,9.85465,0,0,109,2687,41,2118,569
"60M_8MS_125_7:080",80,,41.0229,-0.172676,10.9897,0,0,41,6550,102,2104,4446
"60M_8MS_125_7:081",81,,89.6484,-0.151486,3.53056,0,1,90,5025,78,2048,2977
"60M_8MS_125_7:082",82,,4.28133,-0.173339,10.3076,0,0,4,1318,20,2110,-792
"60M_8MS_125_7:083",83,,49.3494,-0.177125,11.441,0,0,49,3978,62,2110,1868
"60M_8MS_125_7:084",84,,26.8072,-0.172169,11.7137,0,0,27,4121,64,2120,2001
"60M_8MS_125_7:085",85,,98.1725,-0.17162,10.7478,0,0,98,2941,45,2108,833
"60M_8MS_125_7:086",86,,77.1381,-0.175695,10.3153,0,0,77,7555,118,2115,5440
"60M_8MS_125_7:087",87,,59.7879,-0.172059,10.5686,0,0,60,7777,121,2125,5652
"60M_8MS_125_7:088",88,,64.9911,-0.172477,11.2411,0,0,65,6803,106,2113,4690
"60M_8MS_125_7:089",89,,124.721,-0.160144,8.34212,0,0,125,4344,67,2122,2222
"60M_8MS_125_7:090",90,,87.0832,-0.174217,11.2174,0,0,87,3789,59,2108,1681
"60M_8MS_125_7:091",91,,78.0268,-0.17642,9.69738,0,0,78,4153,64,2107,2046
"60M_8MS_125_7:092",92,,55.5514,-0.179121,11.1785,0,0,56,170,2,2116,-1946
"60M_8MS_125_7:093",93,,123.612,-1.18196,5.63691,0,0,123,3631,56,2112,1519
"60M_8MS_125_7:094",94,,55.3378,-0.181555,9.3494,0,0,55,2602,40,2109,493
"60M_8MS_125_7:095",95,,45.5838,-0.182755,8.55339,0,0,46,3885,60,2118,1767
"60M_8MS_125_7:096",96,,87.2316,-0.181763,6.79362,0,0,87,6321,98,2109,4212
"60M_8MS_125_7:097",97,,101.105,-0.171897,9.82933,0,0,101,3838,59,2110,1728
"60M_8MS_125_7:098",98,,61.2315,-0.176553,5.57503,0,1,61,2952,46,2110,842
"60M_8MS_125_7:099",99,,2.79694,-0.174682,7.24367,0,0,3,7370,115,2124,5246
"60M_8MS_125_7:0100",100,,112.148,-0.175118,9.94342,0,0,112,6007,93,2108,3899
"60M_8MS_125_7:0101",101,,6.59829,-1.18538,13.0173,0,0,6,4115,64,2110,2005
"60M_8MS_125_7:0102",102,,87.5504,-0.186126,8.85044,0,0,88,7853,122,2044,5809
"60M_8MS_125_7:0103",103,,88.3738,-0.176917,9.24398,0,0,88,2997,46,2108,889
"60M_8MS_125_7:0104",104,,93.8067,-0.168767,3.84055,0,0,94,6246,97,2124,4122
"60M_8MS_125_7:0105",105,,63.0394,-0.176846,5.28957,0,0,63,5142,80,2107,3035
"60M_8MS_125_7:0106",106,,41.4183,-0.17837,4.16217,0,1,41,8098,126,2110,5988
