mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"120M_8MS_125_7:080",80,,79.6598,-0.196509,7.66226,0,0,80,325,5,2121,-1796
"120M_8MS_125_7:081",81,,66.3224,-0.193384,8.21372,0,0,66,2246,35,2109,137
"120M_8MS_125_7:082",82,,9.89022,-0.191343,-0.313707,0,0,10,7080,110,2129,4951
"120M_8MS_125_7:083",83,,123.513,-1.1985,7.31559,0,0,123,1561,24,2110,-549
"120M_8MS_125_7:084",84,,93.3322,-0.196953,3.79043,0,0,93,2295,35,2110,185
"120M_8MS_125_7:085",85,,51.1927,-0.185197,-3.48182,0,0,51,812,12,2111,-1299
"120M_8MS_125_7:086",86,,115.558,-1.21224,-0.0999596,0,0,115,2077,32,2111,-34
"120M_8MS_125_7:087",87,,47.1535,-0.188446,5.39642,0,1,47,3646,56,2109,1537
"120M_8MS_125_7:088",88,,34.3411,-0.195537,9.47952,0,0,34,593,9,2110,-1517
"120M_8MS_125_7:089",89,,35.1261,-0.183413,6.98157,0,0,35,3868,60,2105,1763
"120M_8MS_125_7:090",90,,15.121,-0.186518,4.05453,0,0,15,4306,67,2105,2201
"120M_8MS_125_7:091",91,,61.5669,-0.20224,5.35304,0,0,62,3012,47,2118,894
"120M_8MS_125_7:092",92,,16.5617,-1.18217,8.59126,0,0,16,5415,84,2110,3305
"120M_8MS_125_7:093",93,,33.0539,-0.178593,8.1333,0,0,33,4929,77,2112,2817
"120M_8MS_125_7:094",94,,1.63381,-1.18271,7.07543,0,0,1,2734,42,2110,624
"120M_8MS_125_7:095",95,,30.963,-0.182115,7.58594,0,0,31,3219,50,2114,1105
"120M_8MS_125_7:096",96,,35.4049,-0.184314,7.06627,0,0,35,3523,55,2109,1414
"120M_8MS_125_7:097",97,,19.8186,-0.174241,7.67478,0,0,20,7032,109,2125,4907
"120M_8MS_125_7:098",98,,27.772,-0.184351,7.10706,0,0,28,3901,60,2122,1779
"120M_8MS_125_7:099",99,,0.380253,-0.182138,6.04151,0,0,0,1210,18,2109,-899
"120M_8MS_125_7:0100",100,,122.799,-0.163005,8.00946,0,0,123,2302,35,2124,178
"120M_8MS_125_7:0101",101,,24.3501,-0.18034,6.08175,0,0,24,4531,70,2111,2420
"120M_8MS_125_7:0102",102,,116.332,-0.18322,7.53628,0,0,116,6099,95,2109,3990
"120M_8MS_125_7:0103",103,,104.299,-0.18097,9.06748,0,0,104,4208,65,2113,2095
"120M_8MS_125_7:0104",104,,41.6479,-0.181393,9.67333,0,0,42,1372,21,2120,-748
"120M_8MS_125_7:0105",105,,98.7005,-0.158417,4.17006,0,0,99,1388,21,2122,-734
"120M_8MS_125_7:0106",106,,17.0966,-0.183458,-0.528821,0,0,17,4104,64,2119,1985
"120M_8MS_125_7:0107",107,,91.2139,-0.178275,6.52642,0,0,91,4439,69,2109,2330
"120M_8MS_125_7:0108",108,,121,-0.17671,7.5592,0,0,121,58,0,2120,-2062
"120M_8MS_125_7:0109",109,,51.926,-0.165607,2.39146,0,0,52,7758,121,2123,5635
"120M_8MS_125_7:0110",110,,58.4245,-0.185405,-0.150735,0,0,58,2873,44,2037,836
"120M_8MS_125_7:0111",111,,27.9711,-0.171153,4.3841,0,1,28,5231,81,2120,3111
"120M_8MS_125_7:0112",112,,126.533,-1.18098,5.245,0,0,126,6152,96,2115,4037
