mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios
"60M8MBPS:092",92,,71.0849,-0.231914,11.8405,0,0,71,2299,35
"rx msg: 60M8MBP����",-1,,12.256,-0.241719,11.7897,1,9,12,4097,64
"60M8MBPS:094",94,,97.712,-0.225011,15.2878,0,0,98,5380,84
"60M8MBPS:095",95,,86.2755,-0.231465,13.6676,0,0,86,4171,65
"60M8MBPS:096",96,,37.7984,-0.223875,11.9927,0,0,38,7301,114
"60M8MBPS:097",97,,39.4178,-0.2366,15.098,0,1,39,7881,123
"60M8MBPS:098",98,,105.815,-0.220983,13.2283,0,0,106,4284,66
"60M8MBPS:099",99,,97.2063,-0.233565,12.8746,0,0,97,3172,49
"60M8MBPS:0100",100,,2.07365,-0.234459,11.8077,0,0,2,261,4
"60M8MBPS:0101",101,,58.6211,-0.241077,10.1996,0,0,59,3795,59
"60M8MBPS:0102",102,,15.6253,-1.23337,6.21187,0,0,15,3805,59
"60M8MBPS:0103",103,,38.9566,-0.225737,7.70091,0,0,39,6893,107
"60M8MBPS:0104",104,,28.1486,-0.23366,10.2626,0,0,28,500,7
"60M8MBPS:0105",105,,10.4882,-0.234046,11.9546,0,0,10,4085,63
