mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"30M_4MS_500_12:051",51,,307.078,-1.47719,18.2047,0,0,306,14503,1812,10935,3568
"30M_4MS_500_12:052",52,,460.913,-1.5316,16.6696,0,0,459,14659,1832,10934,3725
"30M_4MS_500_12:053",53,,2983.89,-1.4845,17.3691,0,0,2983,17179,2147,10935,6244
"30M_4MS_500_12:054",54,,154.906,-2.46829,18.368,0,0,153,14628,1828,10934,3694
"30M_4MS_500_12:055",55,,3973.39,-1.43507,9.89579,0,0,3972,18451,2306,10934,7517
"30M_4MS_500_12:056",56,,4016.22,-1.45528,10.3777,0,0,4015,18496,2312,10935,7561
"30M_4MS_500_12:057",57,,304.127,-1.48485,20.7238,0,0,303,14781,1847,10935,3846
"30M_4MS_500_12:058",58,,4032.59,-2.45306,12.4028,0,0,4031,18213,2276,10934,7279
"30M_4MS_500_12:059",59,,3750.9,-1.42841,8.77586,0,0,3750,18228,2278,10935,7293
"30M_4MS_500_12:060",60,,546.34,-1.43185,18.463,0,0,545,15017,1877,10935,4082
"30M_4MS_500_12:061",61,,3192.51,-2.432,17.3655,0,0,3191,17663,2207,10934,6729
"30M_4MS_500_12:062",62,,390.28,-1.42122,17.5476,0,0,389,14861,1857,10935,3926
"30M_4MS_500_12:063",63,,3903.65,-2.4262,8.28053,0,0,3902,18380,2297,10935,7445
"30M_4MS_500_12:064",64,,282.451,-1.42111,17.8994,0,0,281,14746,1843,10935,3811
"30M_4MS_500_12:065",65,,4009.33,-1.44221,8.22471,0,0,4008,18481,2310,10935,7546
"30M_4MS_500_12:066",66,,74.9632,-1.41041,22.8322,0,0,74,14553,1819,10935,3618
"30M_4MS_500_12:067",67,,39.1933,-1.42569,19.6534,0,0,38,14501,1812,10935,3566
"30M_4MS_500_12:068",68,,2485.63,-1.37417,11.5431,0,0,2485,16955,2119,10935,6020
"30M_4MS_500_12:069",69,,2269.86,-1.42337,11.698,0,0,2269,16449,2056,10935,5514
"30M_4MS_500_12:070",70,,3419.72,-2.44434,10.9813,0,0,3418,17888,2236,10934,6954
"30M_4MS_500_12:071",71,,271.903,-1.4386,17.9495,0,0,271,14742,1842,10935,3807
"30M_4MS_500_12:072",72,,1931.98,-1.43976,16.8762,0,0,1931,16408,2051,10931,5477
"30M_4MS_500_12:073",73,,856.82,-1.4477,15.5931,0,0,856,15333,1916,10931,4402
"30M_4MS_500_12:074",74,,268.605,-2.39713,21.3351,0,0,267,14742,1842,10935,3807
"30M_4MS_500_12:075",75,,1137.53,-1.4329,15.8909,0,0,1137,15611,1951,10935,4676
"30M_4MS_500_12:076",76,,4064.28,-1.41139,7.87512,0,0,4063,18271,2283,10935,7336
"30M_4MS_500_12:077",77,,2548,-1.45815,18.9129,0,0,2547,17011,2126,10931,6080
"30M_4MS_500_12:078",78,,2975.03,-1.44271,16.6402,0,0,2974,17451,2181,10935,6516
"30M_4MS_500_12:079",79,,2027.82,-1.45968,14.9063,0,0,2027,16497,2062,10935,5562
"30M_4MS_500_12:080",80,,3724.33,-1.45389,9.47096,0,0,3723,18200,2275,9286,8914
"30M_4MS_500_12:081",81,,146.699,-2.45234,19.4363,0,0,145,14632,1829,10934,3698
"30M_4MS_500_12:082",82,,1772.62,-1.44251,18.1379,0,0,1772,16249,2031,10931,5318
"30M_4MS_500_12:083",83,,783.82,-2.43423,1.99316,0,0,782,15252,1906,10931,4321
"30M_4MS_500_12:084",84,,16.0847,-1.45256,22.4689,0,0,15,14213,1776,10935,3278
"30M_4MS_500_12:085",85,,717.518,-2.43525,17.5077,0,0,716,15187,1898,10935,4252
"30M_4MS_500_12:086",86,,2526.35,-2.40764,18.5354,0,0,2524,16982,2122,10934,6048
"30M_4MS_500_12:087",87,,2832.39,-2.42062,23.0718,0,0,2830,17297,2162,10934,6363
"30M_4MS_500_12:088",88,,964.089,-1.43206,2.66845,0,0,963,15439,1929,9289,6150
"30M_4MS_500_12:089",89,,47.8647,-2.41156,25.7143,0,0,46,14538,1817,10934,3604
"30M_4MS_500_12:090",90,,1836.67,-1.41184,13.2043,0,0,1836,16308,2038,9290,7018
"30M_4MS_500_12:091",91,,2433.98,-1.44087,17.4495,0,0,2433,16892,2111,10931,5961
"30M_4MS_500_12:092",92,,3900.37,-1.40286,12.1231,0,0,3899,18373,2296,10931,7442
"30M_4MS_500_12:093",93,,508.64,-2.39573,18.6954,0,0,507,14979,1872,10935,4044
"30M_4MS_500_12:094",94,,3446.89,-1.45834,18.7346,0,0,3446,17924,2240,10935,6989
"30M_4MS_500_12:095",95,,3176.68,-1.45061,6.26632,0,0,3176,17648,2206,10935,6713
"30M_4MS_500_12:096",96,,158.315,-1.42546,17.3302,0,0,157,14625,1828,10935,3690
"30M_4MS_500_12:097",97,,3698.58,-2.44901,9.67102,0,0,3697,18176,2272,10934,7242
"30M_4MS_500_12:098",98,,2562.38,-2.47889,17.7856,0,0,2560,17049,2131,10934,6115
"30M_4MS_500_12:099",99,,1472.21,-2.46714,17.1098,0,0,1470,15947,1993,10934,5013
"30M_4MS_500_12:0100",100,,3655.92,-1.40363,15.875,0,0,3655,18117,2264,10935,7182
"30M_4MS_500_12:0101",101,,1136.99,-1.46463,19.5514,0,0,1136,15620,1952,10935,4685
"30M_4MS_500_12:0102",102,,3924.6,-2.3998,10.6654,0,0,3923,18390,2298,10935,7455
"30M_4MS_500_12:0103",103,,4002.36,-1.45723,11.8927,0,0,4001,18180,2272,10931,7249
