mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"180M_4MS_500_12:031",31,,1255.67,-1.60017,5.55709,0,0,1254,9169,1146,10824,-1655
"180M_4MS_500_12:032",32,,1191.82,-1.60111,-1.38338,0,0,1190,15675,1959,10114,5561
"180M_4MS_500_12:033",33,,423.136,-1.55147,1.0351,0,0,421,2809,351,10668,-7859
"180M_4MS_500_12:034",34,,2696.45,-1.61222,4.88458,0,0,2694,32347,4043,9928,22419
"180M_4MS_500_12:035",35,,238.691,-1.58862,7.0545,0,0,237,9934,1241,10922,-988
"180M_4MS_500_12:036",36,,3434.7,-1.61038,-2.1325,0,0,3433,4290,536,10938,-6648
"180M_4MS_500_12:037",37,,3056.62,-1.58501,-1.22022,0,1,3055,319,39,9703,-9384
"180M_4MS_500_12:038",38,,775.349,-1.57343,4.80837,0,0,773,15613,1951,10115,5498
"180M_4MS_500_12:039",39,,1601.68,-1.57416,3.47272,0,0,1600,23711,2963,10327,13384
"180M_4MS_500_12:040",40,,532.284,-1.56732,5.14509,0,0,530,15021,1877,10938,4083
"180M_4MS_500_12:041",41,,3422.63,-1.59645,-6.84576,0,0,3421,624,78,10263,-9639
"180M_4MS_500_12:042",42,,2686.54,-2.5819,4.03972,0,0,2684,1387,173,9887,-8500
"180M_4MS_500_12:043",43,,1457.87,-1.55138,5.25583,0,0,1456,15949,1993,9289,6660
"180M_4MS_500_12:044",44,,1342.68,-1.59295,-1.22445,0,0,1341,16190,2023,9966,6224
"180M_4MS_500_12:045",45,,731.682,-1.58837,6.20471,0,1,730,14915,1864,10934,3981
"180M_4MS_500_12:046",46,,2856.2,-1.56626,4.98517,0,0,2854,17055,2131,10779,6276
"180M_4MS_500_12:047",47,,857.225,-1.58039,6.42564,0,0,855,31117,3889,10937,20180
"180M_4MS_500_12:048",48,,2419.38,-1.59665,-2.64023,0,0,2417,5118,639,10425,-5307
"rx msg: 180MU4MS_500_12:49",-1,,224.684,-1.56828,-1.4327,1,0,223,13320,1665,9670,3650
"180M_4MS_500_12:050",50,,173.882,-1.57849,8.27933,0,0,172,14385,1798,9727,4658
"180M_4MS_500_12:051",51,,2936.64,-1.55285,-1.61852,0,0,2935,2205,275,10939,-8734
"180M_4MS_500_12:052",52,,2251.89,-1.58357,-1.38972,0,0,2250,29499,3687,10029,19470
"180M_4MS_500_12:053",53,,2730.41,-1.58998,-0.87022,0,0,2728,970,121,10281,-9311
"180M_4MS_500_12:054",54,,3021.49,-2.59083,-1.08533,0,0,3018,1174,146,9464,-8290
"180M_4MS_500_12:055",55,,3150.04,-1.56689,-1.5827,0,0,3148,586,73,9301,-8715
"180M_4MS_500_12:056",56,,1066.65,-1.57919,-1.60246,0,0,1065,22420,2802,9289,13131
"180M_4MS_500_12:057",57,,2233.82,-1.57405,-0.404619,0,0,2232,23735,2966,10139,13596
"180M_4MS_500_12:058",58,,1221.6,-1.59556,6.54518,0,0,1220,29527,3690,10641,18886
"180M_4MS_500_12:059",59,,3705.56,-1.54937,-0.900976,0,0,3704,7200,900,9282,-2082
"180M_4MS_500_12:060",60,,4015.87,-1.58324,-1.27436,0,0,4014,26258,3282,10376,15882
"180M_4MS_500_12:061",61,,3957.75,-1.58708,-1.08805,0,0,3956,18437,2304,10687,7750
"180M_4MS_500_12:062",62,,301.279,-1.54122,7.8265,0,0,299,22188,2773,9300,12888
"180M_4MS_500_12:063",63,,169.756,-1.58475,7.43747,0,0,168,15537,1942,9484,6053
"180M_4MS_500_12:064",64,,530.733,-1.59825,7.85511,0,0,529,14607,1825,9988,4619
"180M_4MS_500_12:065",65,,1955.01,-1.55446,4.52523,0,0,1953,4672,584,9293,-4621
"180M_4MS_500_12:066",66,,2613.1,-1.56382,2.10643,0,0,2611,10922,1365,10764,158
"180M_4MS_500_12:067",67,,742.73,-1.55596,5.62823,0,0,741,14943,1867,10102,4841
"180M_4MS_500_12:068",68,,3242.29,-1.52539,-1.15441,0,0,3240,11737,1467,9486,2251
"180M_4MS_500_12:069",69,,927.143,-1.55988,5.38058,0,0,925,19603,2450,9715,9888
"180M_4MS_500_12:070",70,,888.713,-1.54576,6.54923,0,0,887,15075,1884,9277,5798
"180M_4MS_500_12:071",71,,549.944,-1.56746,6.71281,0,0,548,15022,1877,10490,4532
"180M_4MS_500_12:072",72,,1171.12,-1.55832,-1.46655,0,0,1169,23337,2917,9287,14050
"180M_4MS_500_12:073",73,,1042.66,-1.53399,5.60844,0,0,1041,6535,816,10478,-3943
"180M_4MS_500_12:074",74,,156.471,-1.55435,8.00419,0,0,154,20113,2514,10136,9977
"180M_4MS_500_12:075",75,,1458.28,-1.57155,3.20876,0,0,1456,14919,1864,9472,5447
"180M_4MS_500_12:076",76,,3257.78,-1.57607,-1.48332,0,0,3256,11854,1481,9488,2366
"180M_4MS_500_12:077",77,,882.674,-1.57259,5.33303,0,0,881,15365,1920,9264,6101
"180M_4MS_500_12:078",78,,883.886,-1.59763,4.52115,0,0,882,26898,3362,9283,17615
"180M_4MS_500_12:079",79,,2972.01,-1.56753,-2.26226,0,0,2970,13547,1693,10091,3456
"180M_4MS_500_12:080",80,,874.689,-1.58296,4.35406,0,0,873,19746,2468,9562,10184
"180M_4MS_500_12:081",81,,1882.95,-1.55965,-0.541733,0,0,1881,26899,3362,9856,17043
"180M_4MS_500_12:082",82,,1158.54,-1.54396,5.43501,0,0,1157,21084,2635,9861,11223
"180M_4MS_500_12:083",83,,1044.82,-1.56326,-1.92084,0,0,1043,28561,3570,10786,17775
"180M_4MS_500_12:084",84,,1249.52,-2.56213,5.6142,0,0,1247,28560,3570,9487,19073
"180M_4MS_500_12:085",85,,2031.02,-1.54442,4.71533,0,0,2029,2199,274,9693,-7494
"180M_4MS_500_12:086",86,,868.245,-1.55173,5.64516,0,0,866,25899,3237,10926,14973
"180M_4MS_500_12:087",87,,1699.48,-1.55878,-1.92025,0,0,1697,419,52,10571,-10152
"180M_4MS_500_12:088",88,,3187.67,-1.54029,-2.62045,0,0,3186,3436,429,10142,-6706
"180M_4MS_500_12:089",89,,4049.79,-1.52847,-1.44693,0,0,4048,18939,2367,10660,8279
"180M_4MS_500_12:090",90,,825.516,-1.52702,5.27279,0,0,824,6054,756,9550,-3496
"180M_4MS_500_12:091",91,,508.216,-1.50752,6.44474,0,0,506,26977,3372,10782,16195
"180M_4MS_500_12:092",92,,371.603,-1.53872,7.46315,0,0,370,22548,2818,10655,11893
"180M_4MS_500_12:093",93,,35.374,-1.53041,7.96153,0,0,33,14495,1811,10568,3927
"180M_4MS_500_12:094",94,,663.83,-1.50325,-1.4002,0,0,662,23895,2986,9943,13952
"180M_4MS_500_12:095",95,,3755.72,-1.51031,-1.35017,0,0,3754,17658,2207,9723,7935
"180M_4MS_500_12:096",96,,621.854,-1.50903,7.31972,0,0,620,30177,3772,9286,20891
"180M_4MS_500_12:097",97,,3934.36,-1.48649,-4.01628,0,0,3933,5886,735,9277,-3391
"180M_4MS_500_12:099",99,,447.04,-1.50817,7.44936,0,0,445,14612,1826,9940,4672
"180M_4MS_500_12:0100",100,,2797.6,-1.52113,-1.76667,0,0,2796,10646,1330,9518,1128
"180M_4MS_500_12:0101",101,,135.207,-1.51101,7.61587,0,0,133,5670,708,9638,-3968
"180M_4MS_500_12:0102",102,,4083.2,-1.5328,-0.652279,0,0,4081,26880,3360,9915,16965
"180M_4MS_500_12:0103",103,,3870.04,-1.50637,-0.982262,0,0,3868,18494,2311,9513,8981
"180M_4MS_500_12:0104",104,,2167.18,-2.49964,0.361992,0,0,2165,20907,2613,10484,10423
"180M_4MS_500_12:0105",105,,3615.36,-1.4778,-1.25462,0,0,3614,14692,1836,9467,5225
"180M_4MS_500_12:0106",106,,2764.2,-1.50334,-0.743819,0,0,2762,16942,2117,9783,7159
