mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"1M_4MS_500_12:039",39,,1589.48,-1.55568,7.03762,0,0,1587,15789,1973,9285,6504
"1M_4MS_500_12:040",40,,2713.17,-1.53968,7.49641,0,0,2711,16924,2115,10933,5991
"1M_4MS_500_12:041",41,,1481.01,-1.53838,8.05227,0,0,1479,15973,1996,10934,5039
"1M_4MS_500_12:042",42,,2212.7,-1.58652,2.54914,0,0,2211,16392,2049,9289,7103
"1M_4MS_500_12:043",43,,254.617,-1.55566,9.34822,0,0,253,14452,1806,9289,5163
"1M_4MS_500_12:044",44,,42.0658,-1.55429,9.82726,0,0,40,14525,1815,9290,5235
"1M_4MS_500_12:045",45,,3765.42,-1.52868,0.752402,0,0,3763,17965,2245,9282,8683
"1M_4MS_500_12:046",46,,535.338,-1.57469,9.555,0,0,533,14731,1841,9290,5441
"1M_4MS_500_12:047",47,,2976.06,-1.55644,1.68733,0,0,2974,17753,2219,9289,8464
"1M_4MS_500_12:048",48,,3788.23,-1.57861,1.02834,0,0,3786,29899,3737,9289,20610
"1M_4MS_500_12:049",49,,3962.2,-1.54441,0.839794,0,0,3960,18146,2268,9289,8857
"1M_4MS_500_12:050",50,,3861.67,-1.54249,0.796966,0,0,3860,18068,2258,10930,7138
"1M_4MS_500_12:051",51,,538.023,-1.5646,9.05678,0,0,536,15025,1878,9286,5739
"1M_4MS_500_12:052",52,,70.5582,-1.54728,10.6515,0,0,69,14263,1782,9290,4973
"1M_4MS_500_12:053",53,,3306.32,-1.57819,1.28228,0,0,3304,25870,3233,9284,16586
"1M_4MS_500_12:054",54,,141.291,-1.57096,11.9146,0,0,139,14641,1830,10934,3707
"1M_4MS_500_12:055",55,,1901.77,-1.57101,7.62646,0,0,1900,16384,2048,9290,7094
"1M_4MS_500_12:056",56,,2083.74,-1.5712,7.10126,0,0,2082,16131,2016,9286,6845
"1M_4MS_500_12:057",57,,3834.59,-1.53902,0.863239,0,0,3833,18324,2290,9286,9038
"1M_4MS_500_12:058",58,,2202.55,-1.5363,6.35435,0,0,2201,16403,2050,9287,7116
"1M_4MS_500_12:059",59,,2037.99,-1.55187,7.27631,0,0,2036,16663,2082,9286,7377
"1M_4MS_500_12:060",60,,3585.01,-1.57219,9.86849,0,0,3583,17783,2222,10934,6849
"1M_4MS_500_12:061",61,,2358.93,-1.58446,7.87497,0,0,2357,16857,2107,9286,7571
"1M_4MS_500_12:062",62,,1877.56,-2.57824,8.00125,0,0,1875,16081,2010,9289,6792
"1M_4MS_500_12:063",63,,3510.92,-1.57337,8.82856,0,0,3509,17693,2211,9286,8407
"1M_4MS_500_12:064",64,,89.0899,-1.56227,11.5243,0,0,87,14282,1785,9290,4992
"1M_4MS_500_12:065",65,,3333.68,-1.56604,0.736949,0,0,3332,17810,2226,9287,8523
"1M_4MS_500_12:066",66,,803.49,-1.60102,0.765375,0,0,801,4814,601,9286,-4472
"1M_4MS_500_12:067",67,,2504.33,-1.54258,1.19383,0,0,2502,16702,2087,10938,5764
"1M_4MS_500_12:068",68,,569.889,-1.54984,9.30083,0,0,568,15064,1883,9286,5778
"1M_4MS_500_12:069",69,,3995.5,-1.54518,0.652413,0,0,3994,18182,2272,10934,7248
"1M_4MS_500_12:070",70,,39.5,-1.59717,10.326,0,0,38,14527,1815,9289,5238
"1M_4MS_500_12:071",71,,1574.27,-1.57081,0.335197,0,0,1572,15762,1970,9288,6474
"1M_4MS_500_12:072",72,,188.558,-1.55082,9.6569,0,0,187,14389,1798,9286,5103
"1M_4MS_500_12:073",73,,107.197,-1.56739,11.1673,0,0,105,14310,1788,9290,5020
"1M_4MS_500_12:074",74,,1386.17,-1.56075,8.78264,0,0,1384,15578,1947,9289,6289
"1M_4MS_500_12:075",75,,1922.45,-1.57028,7.77806,0,0,1920,16149,2018,9285,6864
"1M_4MS_500_12:076",76,,243.923,-1.51312,9.95442,0,0,242,14737,1842,9288,5449
"1M_4MS_500_12:077",77,,3905.59,-1.55597,1.8034,0,0,3904,18089,2261,10934,7155
"1M_4MS_500_12:078",78,,3933.87,-1.56892,1.48605,0,0,3932,18136,2267,9286,8850
"1M_4MS_500_12:079",79,,32.3965,-1.5819,11.2928,0,0,30,14246,1780,9294,4952
"1M_4MS_500_12:080",80,,166.475,-1.55017,12.158,0,0,164,32753,4094,9287,23466
"1M_4MS_500_12:081",81,,2650,-1.57513,1.22125,0,0,2648,16855,2106,10934,5921
"1M_4MS_500_12:082",82,,1299.33,-1.5617,2.18559,0,0,1297,15493,1936,10934,4559
"1M_4MS_500_12:083",83,,3437.49,-1.55268,0.236738,0,0,3435,17645,2205,9289,8356
"1M_4MS_500_12:084",84,,2124.19,-1.51238,1.44731,0,0,2122,2795,349,10930,-8135
"1M_4MS_500_12:085",85,,2258.75,-1.54557,0.654163,0,0,2257,16734,2091,9290,7444
"1M_4MS_500_12:086",86,,3448.78,-1.60152,0.316228,0,0,3447,26709,3338,9285,17424
"1M_4MS_500_12:087",87,,197.581,-1.55475,1.61885,0,0,196,699,87,9292,-8593
"1M_4MS_500_12:088",88,,1827.12,-1.57471,7.3493,0,0,1825,16003,2000,9285,6718
"1M_4MS_500_12:089",89,,1714.33,-1.56158,6.99759,0,0,1712,15918,1989,10934,4984
"1M_4MS_500_12:090",90,,3755.49,-1.53442,8.8011,0,0,3753,17948,2243,9286,8662
"1M_4MS_500_12:091",91,,518.273,-1.57196,8.39634,0,0,516,14723,1840,9287,5436
"1M_4MS_500_12:092",92,,3666.91,-1.5856,-0.191109,0,0,3665,28221,3527,9282,18939
"1M_4MS_500_12:093",93,,3531.19,-1.54791,8.56533,0,0,3529,27835,3479,9287,18548
"1M_4MS_500_12:094",94,,2425.84,-1.56592,7.03752,0,0,2424,16612,2076,10935,5677
"1M_4MS_500_12:095",95,,1957.51,-2.5696,6.83849,0,0,1955,16458,2057,10934,5524
"1M_4MS_500_12:096",96,,3179.25,-1.57217,8.15886,0,0,3177,17372,2171,9286,8086
"1M_4MS_500_12:097",97,,606.326,-1.54641,7.85505,0,0,604,23409,2926,9286,14123
"1M_4MS_500_12:098",98,,2575.62,-1.57976,0.440018,0,0,2574,16759,2094,9291,7468
"1M_4MS_500_12:099",99,,32.6646,-1.57891,10.2004,0,0,31,32389,4048,9289,23100
"1M_4MS_500_12:0100",100,,4039.47,-1.52882,1.12663,0,0,4037,18247,2280,9290,8957
"1M_4MS_500_12:0101",101,,3834.05,-1.59775,1.56325,0,0,3832,18037,2254,9289,8748
"1M_4MS_500_12:0102",102,,1205.73,-1.55981,8.57445,0,0,1204,15388,1923,9290,6098
"1M_4MS_500_12:0103",103,,3375.34,-1.5679,12.3292,0,0,3373,17566,2195,9286,8280
