mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"180M_8MS_125_7:092",92,,74.3848,-0.209168,7.10357,0,0,74,4249,66,2098,2151
"180M_8MS_125_7:093",93,,49.2601,-0.206022,6.02443,0,0,49,1112,17,2111,-999
"180M_8MS_125_7:094",94,,56.6854,-0.205806,6.45773,0,0,57,5310,82,2124,3186
"180M_8MS_125_7:095",95,,32.7153,-0.236351,3.60177,0,0,33,3125,48,2128,997
"180M_8MS_125_7:096",96,,32.8132,-0.197141,6.48141,0,0,33,4673,73,2123,2550
"180M_8MS_125_7:097",97,,92.5243,-0.213075,6.48988,0,0,93,5299,82,2032,3267
"180M_8MS_125_7:098",98,,10.8935,-0.203835,7.51783,0,0,11,5644,88,2127,3517
"180M_8MS_125_7:099",99,,75.8215,-0.189714,8.33079,0,0,76,4022,62,2122,1900
"180M_8MS_125_7:0100",100,,45.9054,-0.194325,7.94972,0,0,46,7455,116,2123,5332
"180M_8MS_125_7:0101",101,,65.7081,-0.176313,7.35828,0,0,66,3271,51,2121,1150
"180M_8MS_125_7:0102",102,,43.0735,-0.200565,7.0676,0,0,43,1505,23,2115,-610
"180M_8MS_125_7:0103",103,,124.635,-1.21177,4.15517,0,0,124,7775,121,2113,5662
"180M_8MS_125_7:0104",104,,28.3131,-0.207158,-1.64221,0,1,28,1467,22,2110,-643
"180M_8MS_125_7:0105",105,,95.431,-0.209861,7.52346,0,0,95,5086,79,2110,2976
"180M_8MS_125_7:0106",106,,120.227,-0.206108,5.22097,0,0,120,6795,106,2113,4682
"180M_8MS_125_7:0107",107,,42.9581,-0.190393,6.73516,0,0,43,6489,101,2124,4365
"180M_8MS_125_7:0108",108,,47.6522,-0.206007,6.65778,0,0,48,4487,70,2122,2365
