mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"120M_2MS_125_7:078",78,,91.1067,-0.18294,9.54002,0,0,91,1681,105,584,1097
"120M_2MS_125_7:079",79,,17.4205,-0.180054,3.65197,0,0,17,809,50,555,254
"120M_2MS_125_7:080",80,,89.3496,-0.189703,6.88643,0,0,89,1216,76,567,649
"120M_2MS_125_7:081",81,,109.8,-0.167215,10.5607,0,0,110,1100,68,585,515
"120M_2MS_125_7:082",82,,33.0608,-0.176739,10.4906,0,0,33,310,19,560,-250
"120M_2MS_125_7:083",83,,83.7242,-0.170719,10.7432,0,0,84,1113,69,585,528
"120M_2MS_125_7:084",84,,78.6071,-0.196725,9.9513,0,0,79,1857,116,586,1271
"120M_2MS_125_7:085",85,,19.1842,-0.182362,9.74171,0,0,19,1018,63,568,450
"120M_2MS_125_7:086",86,,78.7213,-0.179719,1.82854,0,0,79,367,22,587,-220
"120M_2MS_125_7:087",87,,59.0173,-0.18322,10.738,0,0,59,603,37,568,35
"120M_2MS_125_7:088",88,,93.4068,-0.191551,10.3077,0,0,93,18,1,581,-563
"120M_2MS_125_7:089",89,,102.373,-0.191361,9.72769,0,0,102,1086,67,566,520
"120M_2MS_125_7:090",90,,85.8832,-0.142828,3.15975,0,0,86,1759,109,585,1174
"120M_2MS_125_7:091",91,,49.6236,-0.199251,8.72494,0,0,50,965,60,586,379
"120M_2MS_125_7:092",92,,78.4008,-0.195017,10.3838,0,0,78,1061,66,587,474
"120M_2MS_125_7:093",93,,80.7961,-0.182308,9.57976,0,0,81,1068,66,558,510
"120M_2MS_125_7:094",94,,22.082,-0.192895,10.0191,0,0,22,1261,78,585,676
"120M_2MS_125_7:095",95,,34.8444,-0.174131,10.0719,0,0,35,1027,64,585,442
"120M_2MS_125_7:096",96,,0.736339,-0.197507,-0.767163,0,0,1,889,55,555,334
"120M_2MS_125_7:097",97,,107.845,-0.184135,10.0888,0,0,108,512,32,569,-57
"120M_2MS_125_7:098",98,,106.214,-0.191341,8.49507,0,0,106,1091,68,567,524
"120M_2MS_125_7:099",99,,82.8368,-0.180291,8.23692,0,0,83,783,48,585,198
"120M_2MS_125_7:0100",100,,49.7934,-0.177711,9.99777,0,0,50,1954,122,569,1385
