mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"30M_8MS_125_7:030",30,,24.8396,-0.196863,10.3407,0,1,25,4098,64,2124,1974
"30M_8MS_125_7:031",31,,95.6926,-0.189219,9.95322,0,0,96,5192,81,2127,3065
"30M_8MS_125_7:032",32,,112.235,-0.201632,11.1878,0,1,112,4204,65,2111,2093
"30M_8MS_125_7:033",33,,31.6881,-0.188565,11.4505,0,0,32,808,12,2122,-1314
"30M_8MS_125_7:034",34,,78.4562,-0.209644,12.9627,0,0,78,4170,65,2041,2129
"30M_8MS_125_7:035",35,,73.3515,-0.1999,7.16203,0,0,73,1377,21,2110,-733
"30M_8MS_125_7:036",36,,95.8982,-0.191409,12.5943,0,0,96,600,9,2121,-1521
"30M_8MS_125_7:037",37,,44.9736,-0.195445,10.3231,0,0,45,6830,106,2109,4721
"30M_8MS_125_7:038",38,,121.6,-1.20735,6.72962,0,0,121,635,9,2110,-1475
"30M_8MS_125_7:039",39,,71.7833,-0.19372,7.07151,0,0,72,7188,112,2123,5065
"30M_8MS_125_7:040",40,,27.7323,-0.188717,11.9372,0,0,28,3974,62,2119,1855
"30M_8MS_125_7:041",41,,8.47259,-0.19836,14.2518,0,0,8,3837,59,2111,1726
"30M_8MS_125_7:042",42,,56.4873,-0.200901,9.92113,0,0,56,1757,27,2038,-281
"30M_8MS_125_7:043",43,,103.332,-0.209534,8.62411,0,0,103,3242,50,2110,1132
"30M_8MS_125_7:044",44,,5.9962,-0.189857,9.48982,0,0,6,4335,67,2123,2212
"30M_8MS_125_7:045",45,,93.259,-0.199496,10.692,0,0,93,4271,66,2109,2162
"30M_8MS_125_7:046",46,,94.3865,-0.196608,7.43332,0,0,94,2690,42,2110,580
"30M_8MS_125_7:047",47,,59.1538,-0.194449,10.5474,0,0,59,1126,17,2109,-983
"30M_8MS_125_7:048",48,,95.9585,-0.19877,10.3389,0,0,96,4259,66,2104,2155
"30M_8MS_125_7:049",49,,19.689,-0.197996,10.3916,0,0,20,2292,35,2118,174
"30M_8MS_125_7:050",50,,116.897,-0.193762,6.03428,0,0,117,3143,49,2108,1035
"30M_8MS_125_7:051",51,,118.668,-0.204489,8.76612,0,0,119,4206,65,2115,2091
"30M_8MS_125_7:052",52,,79.3092,-0.203484,7.81586,0,1,79,1083,16,2110,-1027
"30M_8MS_125_7:053",53,,38.7991,-0.193487,10.735,0,0,39,7600,118,2127,5473
"30M_8MS_125_7:054",54,,118.371,-0.193588,9.37694,0,0,118,3580,55,2110,1470
"30M_8MS_125_7:055",55,,87.784,-0.194142,9.04483,0,0,88,4427,69,2124,2303
"30M_8MS_125_7:056",56,,75.4998,-0.196575,8.63243,0,0,75,1408,22,2146,-738
"30M_8MS_125_7:057",57,,58.2691,-0.198268,10.3505,0,0,58,1097,17,2109,-1012
"30M_8MS_125_7:058",58,,40.5674,-0.202343,9.25806,0,2,41,6792,106,2114,4678
"30M_8MS_125_7:059",59,,22.5486,-0.196823,9.79138,0,0,23,5645,88,2117,3528
"30M_8MS_125_7:060",60,,48.0719,-0.191701,10.317,0,0,48,3992,62,2115,1877
"30M_8MS_125_7:061",61,,86.706,-0.217452,10.4097,0,1,87,3820,59,2120,1700
"30M_8MS_125_7:062",62,,110.667,-0.207054,11.7255,0,0,111,2753,43,2118,635
"30M_8MS_125_7:063",63,,82.6388,-0.203227,9.88277,0,0,83,1302,20,2121,-819
"30M_8MS_125_7:064",64,,58.0493,-0.198145,9.63486,0,0,58,7644,119,2108,5536
"30M_8MS_125_7:065",65,,90.2906,-0.193297,9.07401,0,0,90,4683,73,2110,2573
"30M_8MS_125_7:066",66,,91.2934,-0.212933,9.38509,0,0,91,3202,50,2110,1092
"30M_8MS_125_7:067",67,,59.594,-0.20518,8.4975,0,0,60,8011,125,2116,5895
"30M_8MS_125_7:068",68,,15.9226,-0.191755,9.08262,0,0,16,4111,64,2125,1986
"30M_8MS_125_7:069",69,,46.8408,-0.193831,9.15427,0,0,47,1806,28,2116,-310
"30M_8MS_125_7:070",70,,29.7829,-0.202493,8.85111,0,1,30,3613,56,2116,1497
"30M_8MS_125_7:071",71,,113.397,-0.203183,8.75559,0,0,113,4053,63,2109,1944
"30M_8MS_125_7:072",72,,96.6762,-0.193017,8.17174,0,0,97,3889,60,2119,1770
"30M_8MS_125_7:073",73,,29.702,-0.188952,8.29953,0,0,30,6434,100,2122,4312
"30M_8MS_125_7:074",74,,69.515,-0.200288,8.81978,0,0,70,789,12,2120,-1331
"30M_8MS_125_7:075",75,,116.349,-0.208116,7.50908,0,0,116,6283,98,2109,4174
"30M_8MS_125_7:076",76,,71.7679,-0.188061,10.0606,0,0,72,599,9,2119,-1520
"30M_8MS_125_7:077",77,,84.6218,-0.197189,9.48613,0,0,85,2757,43,2125,632
"30M_8MS_125_7:078",78,,28.8073,-0.190305,8.78141,0,0,29,5127,80,2124,3003
"30M_8MS_125_7:079",79,,114.992,-0.189113,10.2364,0,1,115,3700,57,2119,1581
"30M_8MS_125_7:080",80,,46.1142,-0.193831,9.81649,0,0,46,4727,73,2110,2617
"30M_8MS_125_7:081",81,,13.1057,-0.206748,9.01192,0,2,13,3721,58,2113,1608
"30M_8MS_125_7:082",82,,14.5291,-1.19671,11.5732,0,0,14,6428,100,2111,4317
"30M_8MS_125_7:083",83,,41.2803,-0.204756,8.50365,0,1,41,6573,102,2109,4464
"30M_8MS_125_7:084",84,,125.514,-1.19869,10.2907,0,0,125,464,7,2110,-1646
"30M_8MS_125_7:085",85,,64.0696,-0.195141,9.45295,0,0,64,438,6,2107,-1669
"30M_8MS_125_7:086",86,,85.5517,-0.195873,9.37247,0,0,86,2467,38,2125,342
"30M_8MS_125_7:087",87,,32.7418,-0.18788,9.30492,0,0,33,4122,64,2121,2001
"30M_8MS_125_7:088",88,,44.3176,-0.207608,9.16397,0,0,44,6766,105,2111,4655
"30M_8MS_125_7:089",89,,120.099,-0.194668,8.59408,0,0,120,6487,101,2118,4369
"30M_8MS_125_7:090",90,,93.2025,-0.201824,9.07407,0,0,93,2322,36,2111,211
"30M_8MS_125_7:091",91,,76.0613,-0.19046,11.0956,0,0,76,8038,125,2109,5929
"30M_8MS_125_7:092",92,,28.5353,-0.193865,8.80032,0,0,29,6644,103,2136,4508
"30M_8MS_125_7:093",93,,101.591,-0.202489,9.12806,0,0,102,7470,116,2009,5461
"30M_8MS_125_7:094",94,,124.129,-0.192372,8.40286,0,0,124,4007,62,2108,1899
"30M_8MS_125_7:095",95,,111.464,-0.199191,8.88423,0,1,111,4472,69,2110,2362
"30M_8MS_125_7:096",96,,75.1805,-0.193202,8.79402,0,0,75,5910,92,2112,3798
"30M_8MS_125_7:097",97,,34.0075,-0.189765,10.9541,0,2,34,482,7,2127,-1645
"30M_8MS_125_7:098",98,,33.2462,-0.206683,10.0321,0,0,33,4108,64,2111,1997
"30M_8MS_125_7:099",99,,76.504,-0.196802,8.7729,0,0,77,7125,111,2040,5085
"30M_8MS_125_7:0100",100,,56.408,-0.199908,8.39004,0,0,56,895,13,2032,-1137
"30M_8MS_125_7:0101",101,,12.943,-0.188036,10.0027,0,0,13,4086,63,2118,1968
"30M_8MS_125_7:0102",102,,93.9499,-0.189146,8.15618,0,0,94,4165,65,2127,2038
"30M_8MS_125_7:0103",103,,0.0429277,-0.196817,8.46625,0,0,0,6990,109,2114,4876
